,Title,Location,Price,Size,Listing_Type
5116,102 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",35 OMR,102 m2 2 Bedrooms Apartments for Rent in Dhofar Other,For Rent
5117,4 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",180 OMR,4 m2 Studio Apartments for Rent in Muscat Bosher,For Rent
5118,65 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",120 OMR,65 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,For Rent
5119,"SR--OR-874  Furnished Villa for Rent – Al Amerat, Jahlout/فيلا مفروشة للإيجار – العامرات، جحلوت","Muscat, Amerat",520 OMR,"SR--OR-874  Furnished Villa for Rent – Al Amerat, Jahlout/فيلا مفروشة للإيجار – العامرات، جحلوت",For Rent
5120,محلات للايجار في مول جسرة 1 وعروض Jasra mall rent حصريه لإيجار المول كاملا,"Muscat, Seeb",100 OMR,محلات للايجار في مول جسرة 1 وعروض Jasra mall rent حصريه لإيجار المول كاملا,For Rent
5121,"SR--OR-873  Furnished Villa for Rent – Al Amirat, Jahlout/ فيلا مفروشة للإيجار – العامرات، جحلوت","Muscat, Amerat",340 OMR,"SR--OR-873  Furnished Villa for Rent – Al Amirat, Jahlout/ فيلا مفروشة للإيجار – العامرات، جحلوت",For Rent
5122,1 Bedroom Chalet for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,1 Bedroom Chalet for Rent in Dhofar Salala,For Rent
5123,Beautiful 5+1 BR Villa Available for RENT in Azaiba,"Muscat, Azaiba",750 OMR,Beautiful 5+1 BR Villa Available for RENT in Azaiba,For Rent
5124,130 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,130 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5125,400 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",18 OMR,400 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5126,600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
5127,360 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",50 OMR,360 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,For Rent
5128,150 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,150 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
5129,2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5130,Furnished Daily in Al Dakhiliya Izki,"Al Dakhiliya, Izki",6 OMR,Furnished Daily in Al Dakhiliya Izki,For Rent
5131,100 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",140 OMR,100 m2 Studio Apartments for Rent in Muscat Azaiba,For Rent
5132,4 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",180 OMR,4 m2 Studio Apartments for Rent in Muscat Bosher,For Rent
5133,245 m2 5 Bedrooms Townhouse for Rent in Al Batinah Al Khaboura,"Al Batinah, Al Khaboura",180 OMR,245 m2 5 Bedrooms Townhouse for Rent in Al Batinah Al Khaboura,For Rent
5134,1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5135,120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",175 OMR,120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5136,1111 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,1111 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5137,Semi Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",85 OMR,Semi Furnished Monthly in Muscat Al Maabilah,For Rent
5138,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5139,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
5140,4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",35 OMR,4 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5141,120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",110 OMR,120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5142,140 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",220 OMR,140 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,For Rent
5143,220 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,220 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5144,محل بيع اللحوم والدواجن موقع ممتاز,"Al Batinah, Al Khaboura","6,500 OMR",محل بيع اللحوم والدواجن موقع ممتاز,For Rent
5145,135 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,135 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5146,Farm Land for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",200 OMR,Farm Land for Rent in Al Batinah Suwaiq,For Rent
5147,store in Nizwa مخزن للإيجار الشهري او الأسبوعي او اليومي في قلب نزوى,"Al Dakhiliya, Nizwa",250 OMR,store in Nizwa مخزن للإيجار الشهري او الأسبوعي او اليومي في قلب نزوى,For Rent
5148,255 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,255 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
5149,146 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",240 OMR,146 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5150,400 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali","30,000 OMR",400 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5151,محلات وورشه للايجار,"Al Batinah, Nakhl","1,000 OMR",محلات وورشه للايجار,For Rent
5152,100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat","1,000 OMR",100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,For Rent
5153,Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,Furnished Monthly in Muscat Al Mawaleh,For Rent
5154,150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",210 OMR,150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,For Rent
5155,معارض بمساحة 180 م مقابل للشارع العام  تصلح لكل الاستخدامات التجارية,"Muscat, Al Mawaleh",400 OMR,معارض بمساحة 180 م مقابل للشارع العام  تصلح لكل الاستخدامات التجارية,For Rent
5156,شقة للإيجار في الطيف 7 – شارع الموج  Apartment for Rent in Taif 7 – Al Mouj Street,"Muscat, Al Mawaleh",350 OMR,شقة للإيجار في الطيف 7 – شارع الموج  Apartment for Rent in Taif 7 – Al Mouj Street,For Rent
5157,محلات بموقع مميز مواجهه للشارع العام بالمواح الجنوبية,"Muscat, Al Mawaleh",190 OMR,محلات بموقع مميز مواجهه للشارع العام بالمواح الجنوبية,For Rent
5158,140 m2 4 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",400 OMR,140 m2 4 Bedrooms Apartments for Rent in Muscat Al Mawaleh,For Rent
5159,300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",575 OMR,300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,For Rent
5160,2 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",45 OMR,2 Bedrooms Chalet for Rent in Al Batinah Sohar,For Rent
5161,300 m2 4 Bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",600 OMR,300 m2 4 Bedrooms Villa for Rent in Muscat Al Maabilah,For Rent
5162,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",230 OMR,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5163,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",290 OMR,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,For Rent
5164,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",230 OMR,120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5165,350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khoud,"Muscat, Al Khoud",600 OMR,350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khoud,For Rent
5166,300 m2 5 Bedrooms Villa for Rent in Muscat Azaiba,"Muscat, Azaiba",550 OMR,300 m2 5 Bedrooms Villa for Rent in Muscat Azaiba,For Rent
5167,120 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",525 OMR,120 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,For Rent
5168,300 m2 3 Bedrooms Villa for Rent in Muscat Ghala,"Muscat, Ghala",330 OMR,300 m2 3 Bedrooms Villa for Rent in Muscat Ghala,For Rent
5169,125 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,125 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,For Rent
5170,500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
5171,Semi Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",70 OMR,Semi Furnished Monthly in Al Batinah Sohar,For Rent
5172,110 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,110 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5173,2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",20 OMR,2 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
5174,180 m2 3 Bedrooms Townhouse for Rent in Dhofar Mirbat,"Dhofar, Mirbat",350 OMR,180 m2 3 Bedrooms Townhouse for Rent in Dhofar Mirbat,For Rent
5175,20 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",210 OMR,20 m2 Studio Apartments for Rent in Muscat Ghubrah,For Rent
5176,1 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",140 OMR,1 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,For Rent
5177,180 m2 Studio Apartments for Rent in Muscat Amerat,"Muscat, Amerat",15 OMR,180 m2 Studio Apartments for Rent in Muscat Amerat,For Rent
5178,Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",90 OMR,Furnished Monthly in Muscat Al Maabilah,For Rent
5179,600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5180,25 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,25 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5181,محلات للايجار,"Al Batinah, Suwaiq",1 OMR,محلات للايجار,For Rent
5182,160 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",15 OMR,160 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Ibra,For Rent
5183,2 ft² 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",20 OMR,2 ft² 2 Bedrooms Apartments for Rent in Dhofar Taqah,For Rent
5184,103 m2 2 Bedrooms Townhouse for Rent in Muscat Seeb,"Muscat, Seeb",150 OMR,103 m2 2 Bedrooms Townhouse for Rent in Muscat Seeb,For Rent
5185,Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,Unfurnished Monthly in Muscat Al Khoud,For Rent
5186,200 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,200 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5187,215 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",20 OMR,215 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5188,50 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,50 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5189,Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",8 OMR,Furnished Daily in Al Dakhiliya Nizwa,For Rent
5190,Industrial Land for Rent in Muscat Rusail,"Muscat, Rusail","2,046 OMR",Industrial Land for Rent in Muscat Rusail,For Rent
5191,20000 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",15 OMR,20000 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,For Rent
5192,200 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,200 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
5193,flat for Rent,"Muscat, Ruwi",140 OMR,flat for Rent,For Rent
5194,100 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",18 OMR,100 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,For Rent
5195,120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5196,800 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",8 OMR,800 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Ibri,For Rent
5197,للايجار معرض تجاري 230 متر + مستودع 5000 متر,"Al Batinah, Suwaiq",600 OMR,للايجار معرض تجاري 230 متر + مستودع 5000 متر,For Rent
5198,Furnished Monthly in Al Batinah Sohar,"Al Batinah, Sohar",90 OMR,Furnished Monthly in Al Batinah Sohar,For Rent
5199,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",165 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
5200,200 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,200 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
5201,Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1 OMR,Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5202,Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",35 OMR,Furnished Monthly in Muscat Al Khoud,For Rent
5203,555 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,555 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5204,87 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25 OMR,87 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,For Rent
5205,Bed space available in a big room in ghubra,"Muscat, Ghubrah",55 OMR,Bed space available in a big room in ghubra,For Rent
5206,300 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",30 OMR,300 m2 2 Bedrooms Apartments for Rent in Dhofar Other,For Rent
5207,3 Bedrooms Chalet for Rent in Muscat Quriyat,"Muscat, Quriyat",45 OMR,3 Bedrooms Chalet for Rent in Muscat Quriyat,For Rent
5208,230 m2 5 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",10 OMR,230 m2 5 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,For Rent
5209,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5210,Residential Land for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq","21,000 OMR",Residential Land for Rent in Al Batinah Rustaq,For Rent
5211,محل للإيجار – موقع مميز,"Muscat, Al Khoud",350 OMR,محل للإيجار – موقع مميز,For Rent
5212,للإيجار أرض سكني مسورة تنفع كمخزن - ولاية الرستاق - فلج الشراه - مقابل مستشفى الرستاق,"Al Batinah, Rustaq",700 OMR,للإيجار أرض سكني مسورة تنفع كمخزن - ولاية الرستاق - فلج الشراه - مقابل مستشفى الرستاق,For Rent
5213,300 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,300 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
5214,Azaiba-near Zubair Automotive-1BHK flat for rent-OMR 200,"Muscat, Azaiba",200 OMR,Azaiba-near Zubair Automotive-1BHK flat for rent-OMR 200,For Rent
5215,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
5216,100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5217,160 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",180 OMR,160 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,For Rent
5218,200 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",230 OMR,200 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,For Rent
5219,100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",150 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,For Rent
5220,900 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,900 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5221,300 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",470 OMR,300 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,For Rent
5222,120 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25 OMR,120 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
5223,Furnished Monthly in Muscat Azaiba,"Muscat, Azaiba",170 OMR,Furnished Monthly in Muscat Azaiba,For Rent
5224,Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",110 OMR,Unfurnished Monthly in Muscat Al Khuwair,For Rent
5225,محل للإيجار داخل هايبر ماركت,"Al Batinah, Sohar",300 OMR,محل للإيجار داخل هايبر ماركت,For Rent
5226,60 m2 2 Bedrooms Apartments for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",80 OMR,60 m2 2 Bedrooms Apartments for Rent in Al Batinah Suwaiq,For Rent
5227,One bedroom flat daily,"Muscat, Al Khoud",10 OMR,One bedroom flat daily,For Rent
5228,150 m2 1 Bedroom Apartments for Rent in Dhofar Other,"Dhofar, Other",15 OMR,150 m2 1 Bedroom Apartments for Rent in Dhofar Other,For Rent
5229,Ghubrah North prime location 4BHK villa for rent بالغبره الشماليه موقع متميز فيلا 4 غرف للايجار,"Muscat, Ghubrah",600 OMR,Ghubrah North prime location 4BHK villa for rent بالغبره الشماليه موقع متميز فيلا 4 غرف للايجار,For Rent
5230,200 m2 5 Bedrooms Townhouse for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",350 OMR,200 m2 5 Bedrooms Townhouse for Rent in Muscat Al Mawaleh,For Rent
5231,Ruwi-1BHK Semi Furnished-Near Grand Hypermarket-No Lift,"Muscat, Ruwi",200 OMR,Ruwi-1BHK Semi Furnished-Near Grand Hypermarket-No Lift,For Rent
5232,markaz al bhaja,"Muscat, Al Mouj",50 OMR,markaz al bhaja,For Rent
5233,ROOM FOR DAILY RENT,"Dhofar, Salala",15 OMR,ROOM FOR DAILY RENT,For Rent
5234,300 m2 5 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",200 OMR,300 m2 5 Bedrooms Villa for Rent in Al Batinah Sohar,For Rent
5235,Aziba villa 4+1 for rent بالعذيبه الشماليه فيلا 4+1 للايجار,"Muscat, Azaiba",650 OMR,Aziba villa 4+1 for rent بالعذيبه الشماليه فيلا 4+1 للايجار,For Rent
5236,100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5237,صالة اجتماعات للإيجار,"Muscat, Al Khuwair",120 OMR,صالة اجتماعات للإيجار,For Rent
5238,600 m2 More than 6 bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",20 OMR,600 m2 More than 6 bedrooms Apartments for Rent in Dhofar Other,For Rent
5239,300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",400 OMR,300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,For Rent
5240,95 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,95 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5241,Semi Furnished Monthly in Al Dakhiliya Bahla,"Al Dakhiliya, Bahla",50 OMR,Semi Furnished Monthly in Al Dakhiliya Bahla,For Rent
5242,Shared room for male or female employees in   غرفة مشتركه للموظفين او الموظفات في العذيبه قريب البحر,"Muscat, Azaiba",55 OMR,Shared room for male or female employees in   غرفة مشتركه للموظفين او الموظفات في العذيبه قريب البحر,For Rent
5243,مطعم للبيع,"Dhofar, Salala","5,000,500 OMR",مطعم للبيع,For Rent
5244,مخزن للإيجار,"Muscat, Al Maabilah",180 OMR,مخزن للإيجار,For Rent
5245,Single Room for Rent in Azaiba for Executive bachelor or Ladies,"Muscat, Azaiba",110 OMR,Single Room for Rent in Azaiba for Executive bachelor or Ladies,For Rent
5246,330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
5247,500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",85 OMR,500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
5248,50 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,50 m2 Studio Apartments for Rent in Dhofar Salala,For Rent
5249,22 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,22 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
